H_Copper (mm),H_leg (mm),Width_leg_p (mm),Width_leg_n (mm),Delta_T (K),Power Output (Watts),Voltage (V),Effeciency,rho_c
1.136363636,1.704545455,1.829090909,0.461818182,352,0.000676702,0.006767023,0.002069141,2.151260331
0.963636364,3,0.632727273,1.316363636,312,0.0006448,0.006448004,0.001143772,1.309745455
1.136363636,0.15,1.316363636,0.803636364,444,0.005592605,0.055926053,0.008950481,0.136243636
1.654545455,2.481818182,1.487272727,0.290909091,462,0.005766145,0.057661448,0.177861755,2.546886942
1.827272727,0.15,0.12,1.316363636,438,0.0051928,0.051928001,0.000703439,0.01242
1.827272727,0.409090909,0.461818182,1.829090909,446,0.005273275,0.052732749,0.00761382,0.130358678
1.481818182,1.186363636,1.316363636,1.145454545,435,0.006227567,0.062275667,0.087777132,1.077563306
1.136363636,0.409090909,1.658181818,0.290909091,455,0.005696971,0.056969714,0.031907367,0.468059504
0.445454545,1.186363636,0.974545455,1.316363636,424,0.005160161,0.051601605,0.044616681,0.797754049
1.654545455,0.409090909,1.829090909,0.12,384,0.006877077,0.068770773,0.051287773,0.516302479
1.654545455,0.927272727,1.487272727,0.290909091,453,0.005571866,0.055718663,0.062051228,0.951584132
1.136363636,0.668181818,1.829090909,1.487272727,489,0.006997713,0.069977133,0.086734753,0.843294049
0.618181818,2.481818182,2,1.829090909,421,0.00613199,0.061319896,0.27049154,3.424909091
1.136363636,2.222727273,1.145454545,1.487272727,478,0.00640695,0.064069502,0.151466868,1.756762809
0.618181818,0.668181818,1.829090909,1.145454545,418,0.006833137,0.068331368,0.082702966,0.843294049
1.827272727,0.668181818,1.829090909,1.145454545,450,0.006044197,0.060441965,0.064708004,0.843294049
0.272727273,3,2,1.487272727,493,0.006112192,0.061121917,0.32485989,4.14
1.827272727,0.927272727,1.316363636,0.974545455,384,0.006468968,0.064689678,0.074029404,0.842233388
2,2.222727273,1.145454545,0.803636364,425,0.005355337,0.053553371,0.105825072,1.756762809
1.309090909,2.740909091,2,1.829090909,488,0.006133056,0.061330559,0.29883357,3.782454546
1.136363636,1.704545455,2,1.829090909,479,0.005848415,0.05848415,0.168991887,2.352272728
0.618181818,1.186363636,0.803636364,0.290909091,322,0.000662346,0.00662346,0.000606175,0.657849422
0.963636364,3,1.316363636,0.974545455,317,0.000606595,0.006065945,0.002105935,2.724872727
0.790909091,1.704545455,1.145454545,2,390,0.006628719,0.066287187,0.124335898,1.347210744
2,0.15,0.12,0.461818182,380,0.006557546,0.065575457,0.001121776,0.01242
1.654545455,0.668181818,0.12,0.803636364,392,0.006663345,0.066633445,0.005159544,0.055325454
1.827272727,0.668181818,1.829090909,1.658181818,484,0.006477879,0.064778792,0.07432699,0.843294049
0.618181818,1.704545455,1.658181818,0.632727273,323,0.000650609,0.006506087,0.001733929,1.950247934
1.481818182,1.704545455,0.974545455,1.829090909,469,0.00681906,0.068190595,0.111946509,1.146198348
0.618181818,1.963636364,1.829090909,1.829090909,491,0.005976561,0.059765606,0.185930194,2.478251901
1.481818182,1.704545455,1.487272727,1.658181818,331,0.000649747,0.006497469,0.001551096,1.749235537
0.445454545,0.15,0.461818182,0.290909091,355,0.000698599,0.006985992,4.90E-05,0.047798182
1.654545455,2.481818182,0.803636364,2,377,0.006263942,0.062639418,0.113416405,1.376190745
2,3,0.461818182,1.145454545,495,0.006369802,0.063698021,0.081469504,0.955963637
0.963636364,2.481818182,0.12,0.803636364,423,0.005418826,0.054188264,0.012673968,0.205494546
1.827272727,0.668181818,1.487272727,0.290909091,330,0.000687693,0.006876934,0.000681124,0.685700331
1.136363636,3,1.829090909,0.461818182,415,0.00617447,0.061744702,0.303184401,3.786218182
0.445454545,0.927272727,0.974545455,0.12,489,0.006236201,0.062362007,0.050933165,0.623531901
1.654545455,2.740909091,1.145454545,0.803636364,467,0.005874516,0.058745162,0.15702457,2.166314875
0.618181818,3,0.632727273,1.829090909,449,0.00543159,0.054315899,0.081160117,1.309745455
1.136363636,1.186363636,1.316363636,1.829090909,430,0.005052988,0.050529876,0.057788454,1.077563306
0.445454545,2.481818182,0.12,0.803636364,489,0.006206431,0.062064313,0.016625933,0.205494546
1.827272727,1.445454545,1.658181818,0.803636364,474,0.006312161,0.063121605,0.138402382,1.653810247
1.827272727,1.445454545,1.829090909,0.803636364,382,0.006632481,0.066324808,0.168555389,1.82426876
0.618181818,2.481818182,1.145454545,0.12,481,0.006021574,0.060215741,0.149389062,1.961538842
1.309090909,1.186363636,0.803636364,1.658181818,493,0.006020643,0.060206428,0.050085734,0.657849422
1.654545455,1.963636364,0.12,1.145454545,347,0.006314102,0.063141021,0.013614962,0.162589091
1.309090909,0.409090909,1.145454545,2,395,0.006194113,0.061941127,0.026055943,0.323330578
2,2.740909091,1.145454545,0.632727273,449,0.005213614,0.052136139,0.123680471,2.166314875
1.654545455,0.668181818,1.658181818,0.290909091,300,0.000638629,0.006386293,0.000654901,0.76449719
0.445454545,0.15,0.12,0.290909091,371,0.00577633,0.057763298,0.000870417,0.01242
0.790909091,2.740909091,1.316363636,0.974545455,331,0.000651049,0.006510491,0.002216404,2.489542809
0.445454545,2.222727273,0.290909091,1.145454545,451,0.00539904,0.053990397,0.027316649,0.446161984
1.309090909,1.186363636,1.829090909,0.803636364,487,0.005950309,0.059503091,0.111348169,1.497277189
1.827272727,0.668181818,2,1.658181818,452,0.005497408,0.054974081,0.058531751,0.922090909
1.136363636,0.927272727,0.974545455,0.974545455,370,0.006136609,0.061366089,0.049319355,0.623531901
1.309090909,1.963636364,1.145454545,1.145454545,430,0.005143926,0.051439257,0.086253993,1.551986777
1.136363636,2.740909091,0.461818182,2,302,0.000550587,0.005505869,0.00055612,0.873403141
1.827272727,0.668181818,0.632727273,0.12,489,0.006107346,0.061073463,0.022854262,0.291716033
2,1.186363636,0.632727273,0.461818182,494,0.006676524,0.066765242,0.048493792,0.517944793
1.481818182,1.445454545,0.12,0.974545455,476,0.006348258,0.063482584,0.010130848,0.119683636
1.827272727,0.15,0.12,2,415,0.00698108,0.0698108,0.00127136,0.01242
1.654545455,0.409090909,1.658181818,1.316363636,378,0.005199771,0.051997712,0.026581002,0.468059504
1.827272727,2.481818182,2,0.632727273,492,0.006273001,0.062730008,0.283075024,3.424909091
0.790909091,1.186363636,0.290909091,2,409,0.006443459,0.064434593,0.020766543,0.238135537
0.790909091,1.186363636,0.290909091,0.290909091,436,0.005351158,0.053511579,0.01432259,0.238135537
0.618181818,0.668181818,0.632727273,1.487272727,309,0.000636853,0.006368528,0.000248508,0.291716033
2,2.740909091,1.487272727,1.145454545,395,0.006621103,0.066211033,0.258998281,2.812770743
1.136363636,1.963636364,1.316363636,1.829090909,422,0.005099213,0.050992128,0.097407887,1.783553058
0.963636364,1.445454545,1.487272727,0.632727273,496,0.006287888,0.062878883,0.123184368,1.483351735
0.445454545,2.740909091,0.290909091,1.487272727,358,0.006587741,0.065877405,0.050150562,0.550175207
1.136363636,2.222727273,1.487272727,0.974545455,473,0.006375404,0.063754042,0.194734612,2.281003141
1.654545455,2.481818182,1.658181818,0.461818182,479,0.006145605,0.061456051,0.225259087,2.839560992
1.827272727,1.963636364,0.632727273,1.145454545,382,0.006500781,0.065007808,0.076095605,0.857287935
0.790909091,0.927272727,0.12,0.632727273,365,0.006126274,0.061262742,0.006052468,0.076778182
1.654545455,2.740909091,1.487272727,1.658181818,457,0.005854409,0.058544087,0.20248937,2.812770743
1.481818182,2.222727273,0.803636364,0.290909091,488,0.005993261,0.059932609,0.092987171,1.23252248
1.481818182,0.668181818,0.632727273,0.290909091,335,0.000697027,0.006970274,0.000297688,0.291716033
2,1.445454545,1.145454545,1.487272727,457,0.005997968,0.059979678,0.08632597,1.14243471
0.790909091,2.740909091,1.316363636,0.461818182,363,0.006121312,0.061213123,0.19593431,2.489542809
1.481818182,3,1.316363636,1.829090909,367,0.006305947,0.063059467,0.227587619,2.724872727
1.481818182,1.704545455,1.829090909,0.632727273,311,0.000658903,0.006589034,0.001961726,2.151260331
1.827272727,0.668181818,1.145454545,1.145454545,337,0.006571535,0.065715354,0.047902384,0.528106611
1.136363636,0.15,1.829090909,1.145454545,388,0.006554792,0.065547922,0.017084226,0.189310909
1.654545455,1.963636364,0.461818182,0.12,332,0.006724681,0.067246812,0.059432829,0.625721653
1.654545455,0.409090909,1.829090909,0.461818182,347,0.000609144,0.006091437,0.000402388,0.516302479
1.481818182,2.222727273,0.12,1.829090909,420,0.005053105,0.050531048,0.009870404,0.184041818
0.790909091,0.927272727,1.487272727,0.803636364,471,0.006250008,0.062500082,0.078074675,0.951584132
0.963636364,2.222727273,0.12,1.316363636,310,0.00069015,0.006901501,0.000184122,0.184041818
0.963636364,3,0.632727273,1.487272727,437,0.006653343,0.066533428,0.121777911,1.309745455
1.481818182,2.481818182,0.12,0.12,354,0.006930877,0.069308772,0.020733782,0.205494546
0.618181818,0.15,0.632727273,1.487272727,422,0.00505941,0.050594098,0.003520938,0.065487273
0.790909091,1.186363636,1.316363636,1.145454545,487,0.005929646,0.059296464,0.079579683,1.077563306
1.309090909,2.481818182,1.829090909,0.12,438,0.005386824,0.053868241,0.190906955,3.132235041
1.827272727,0.927272727,0.632727273,1.145454545,487,0.00612993,0.061299302,0.031951114,0.404830413
0.445454545,2.481818182,1.487272727,0.461818182,303,0.000559712,0.00559712,0.001675872,2.546886942
1.827272727,1.704545455,0.803636364,0.974545455,425,0.005425969,0.054259685,0.058448533,0.945185951
1.481818182,2.481818182,1.487272727,0.632727273,361,0.006226409,0.062264094,0.207389532,2.546886942
1.309090909,2.222727273,0.12,0.632727273,324,0.000645433,0.006454328,0.000161035,0.184041818
1.136363636,0.409090909,0.290909091,1.145454545,350,0.006062827,0.060628269,0.006339841,0.082115702
0.618181818,0.15,1.829090909,1.316363636,491,0.00615416,0.061541598,0.015059654,0.189310909
2,0.15,0.974545455,0.803636364,452,0.005663213,0.056632133,0.006794697,0.100865454
1.654545455,0.927272727,0.12,0.974545455,327,0.000677507,0.006775066,7.40E-05,0.076778182
1.827272727,2.740909091,1.658181818,1.829090909,319,0.000602354,0.006023541,0.002389909,3.135998677
1.136363636,2.222727273,0.632727273,0.461818182,341,0.000640337,0.006403369,0.000835739,0.970402315
2,0.927272727,1.487272727,0.290909091,409,0.006961795,0.069617945,0.09687047,0.951584132
1.481818182,0.668181818,1.829090909,0.632727273,374,0.006353673,0.063536729,0.071504037,0.843294049
2,0.668181818,0.461818182,0.12,331,0.006182861,0.061828606,0.017096039,0.212919173
1.654545455,1.704545455,0.803636364,1.145454545,334,0.006440207,0.06440207,0.082341492,0.945185951
0.618181818,1.704545455,1.487272727,2,326,0.000656144,0.006561441,0.001581789,1.749235537
1.309090909,2.222727273,0.974545455,2,469,0.005883946,0.058839463,0.108686747,1.494642646
1.481818182,0.668181818,0.290909091,1.487272727,347,0.000621237,0.00621237,0.000108722,0.134122314
1.309090909,0.668181818,1.145454545,1.829090909,406,0.006731357,0.067313574,0.050260722,0.528106611
0.963636364,0.15,0.290909091,0.803636364,473,0.006249625,0.062496251,0.002470059,0.030109091
2,1.963636364,1.145454545,0.974545455,370,0.006113072,0.061130717,0.121817257,1.551986777
1.654545455,3,1.145454545,1.487272727,487,0.006491059,0.064910586,0.209836524,2.371090908
1.309090909,2.740909091,0.803636364,2,356,0.006022123,0.060221225,0.115772201,1.519859009
0.618181818,2.740909091,0.632727273,0.290909091,442,0.005351176,0.053511758,0.071971497,1.196631075
1.827272727,0.409090909,0.803636364,0.803636364,410,0.006748448,0.067484475,0.021698917,0.226844628
1.481818182,1.704545455,0.290909091,2,499,0.00613628,0.061362798,0.027059957,0.342148761
0.618181818,0.15,1.829090909,1.487272727,487,0.006118124,0.061181239,0.014883806,0.189310909
0.618181818,0.15,1.829090909,0.803636364,409,0.00678982,0.067898199,0.01833133,0.189310909
1.827272727,3,0.632727273,1.829090909,484,0.006898659,0.068986585,0.130923622,1.309745455
1.481818182,0.927272727,0.632727273,0.632727273,309,0.000520845,0.005208446,0.00023067,0.404830413
2,2.222727273,0.290909091,1.658181818,399,0.006758512,0.067585117,0.042805199,0.446161984
0.445454545,1.186363636,1.658181818,1.145454545,354,0.006538958,0.065389584,0.121904022,1.357372562
1.309090909,0.409090909,0.632727273,1.316363636,319,0.000629299,0.00629299,0.00014856,0.178601653
1.827272727,3,0.632727273,2,465,0.006240326,0.062403263,0.107128079,1.309745455
1.309090909,2.222727273,0.12,2,309,0.000677173,0.006771731,0.000177263,0.184041818
0.790909091,0.668181818,1.316363636,0.974545455,416,0.005005672,0.05005672,0.031940831,0.60690347
1.654545455,0.668181818,1.658181818,1.316363636,490,0.006369613,0.063696129,0.065148406,0.76449719
1.481818182,2.481818182,0.974545455,0.803636364,358,0.006142787,0.061427872,0.132267734,1.668864794
1.654545455,1.445454545,0.461818182,1.829090909,439,0.006033995,0.060339949,0.035223804,0.460600661
1.654545455,1.963636364,1.145454545,0.803636364,492,0.006266159,0.062661588,0.127994889,1.551986777
1.309090909,0.409090909,0.632727273,0.974545455,334,0.006515445,0.06515445,0.015924854,0.178601653
0.790909091,1.963636364,0.12,0.12,411,0.006891714,0.068917136,0.016219881,0.162589091
1.481818182,1.186363636,1.829090909,0.461818182,500,0.00650758,0.065075801,0.133181245,1.497277189
1.136363636,2.740909091,2,0.803636364,437,0.005315823,0.053158229,0.224500103,3.782454546
0.963636364,0.668181818,2,1.145454545,417,0.00615697,0.061569699,0.073419195,0.922090909
1.827272727,2.740909091,0.974545455,1.487272727,358,0.006302995,0.063029953,0.153794784,1.843086943
0.790909091,1.963636364,0.290909091,1.487272727,451,0.006153867,0.061538667,0.031352014,0.394155372
1.654545455,2.481818182,1.487272727,0.461818182,476,0.006309108,0.063091084,0.212935202,2.546886942
1.309090909,1.963636364,0.974545455,0.632727273,365,0.006159487,0.061594866,0.105221165,1.320420497
0.445454545,2.481818182,1.145454545,1.145454545,418,0.006949402,0.06949402,0.198972749,1.961538842
0.790909091,0.15,1.316363636,1.829090909,354,0.006118936,0.06118936,0.01071445,0.136243636
1.481818182,1.445454545,0.461818182,0.803636364,300,0.000577688,0.005776877,0.000322859,0.460600661
1.827272727,0.927272727,0.632727273,0.632727273,454,0.005642841,0.056428405,0.027075127,0.404830413
1.136363636,1.963636364,0.803636364,0.461818182,377,0.006250413,0.062504134,0.089348865,1.088854216
1.654545455,2.740909091,1.316363636,0.803636364,302,0.000523891,0.005238909,0.001435169,2.489542809
1.309090909,0.668181818,1.658181818,1.658181818,433,0.0052028,0.052027995,0.043466222,0.76449719
1.654545455,0.409090909,1.487272727,0.12,333,0.006881857,0.068818565,0.041761162,0.419816529
0.790909091,0.668181818,1.145454545,0.461818182,451,0.005488567,0.054885667,0.033414988,0.528106611
1.654545455,0.409090909,1.145454545,1.316363636,500,0.006271921,0.062719214,0.02671467,0.323330578
0.445454545,0.15,1.829090909,1.829090909,469,0.00594546,0.059454595,0.014055565,0.189310909
2,2.222727273,0.290909091,0.12,383,0.006314639,0.063146385,0.03736727,0.446161984
0.963636364,3,1.487272727,1.145454545,421,0.005190217,0.051902166,0.174194221,3.078654545
0.790909091,2.481818182,0.12,1.487272727,359,0.000669184,0.006691835,0.000193283,0.205494546
1.309090909,0.927272727,0.974545455,0.974545455,331,0.000641127,0.006411274,0.000538331,0.623531901
0.963636364,1.445454545,0.461818182,0.974545455,413,0.006867915,0.068679154,0.045632709,0.460600661
0.790909091,0.409090909,0.290909091,0.803636364,317,0.000656824,0.006568243,7.44E-05,0.082115702
1.136363636,2.481818182,1.316363636,1.658181818,404,0.006662065,0.066620648,0.21014277,2.254212892
0.618181818,0.409090909,1.487272727,0.461818182,442,0.005724466,0.057244656,0.028895569,0.419816529
1.827272727,0.409090909,1.829090909,0.974545455,478,0.005998624,0.059986235,0.039021974,0.516302479
1.136363636,2.481818182,0.461818182,1.658181818,416,0.005056227,0.050562268,0.042466355,0.790842645
1.827272727,1.704545455,1.658181818,1.487272727,335,0.006983518,0.069835182,0.19977456,1.950247934
2,1.445454545,1.658181818,0.974545455,462,0.005750474,0.057504744,0.114866886,1.653810247
0.790909091,1.445454545,0.12,1.658181818,303,0.000663902,0.006639017,0.000110801,0.119683636
1.136363636,2.222727273,1.145454545,1.658181818,456,0.005719618,0.05719618,0.120711597,1.756762809
1.654545455,1.445454545,0.803636364,0.803636364,437,0.005493058,0.05493058,0.050797612,0.801517686
0.618181818,1.445454545,0.290909091,1.658181818,316,0.000621431,0.00621431,0.000235341,0.290142149
1.136363636,3,1.145454545,0.974545455,401,0.006695392,0.066953922,0.223255449,2.371090908
1.481818182,0.668181818,1.487272727,0.12,461,0.005574326,0.055743263,0.044752876,0.685700331
1.309090909,0.15,1.829090909,1.829090909,362,0.006057384,0.060573835,0.014589742,0.189310909
0.790909091,1.704545455,1.658181818,1.487272727,471,0.005833534,0.058335341,0.139397546,1.950247934
1.136363636,0.409090909,0.974545455,0.290909091,477,0.005860123,0.05860123,0.019842039,0.275087603
0.618181818,0.927272727,1.316363636,2,499,0.006266521,0.062665207,0.069468389,0.842233388
0.963636364,0.927272727,0.461818182,1.658181818,371,0.006322842,0.06322842,0.024811561,0.295479669
1.654545455,0.668181818,2,0.12,392,0.006828933,0.06828933,0.090319445,0.922090909
0.618181818,2.222727273,1.145454545,1.658181818,462,0.005751724,0.057517243,0.122070597,1.756762809
1.654545455,1.445454545,1.316363636,1.487272727,498,0.006375257,0.063752566,0.112079598,1.312893223
0.618181818,3,0.632727273,1.145454545,367,0.006027688,0.06027688,0.099951714,1.309745455
0.963636364,0.409090909,0.12,0.12,322,0.00068014,0.006801402,3.29E-05,0.033872727
0.445454545,2.481818182,0.461818182,1.487272727,488,0.006196935,0.061969348,0.063788994,0.790842645
0.618181818,1.445454545,1.829090909,1.316363636,460,0.005773931,0.057739314,0.127742049,1.82426876
1.309090909,2.222727273,1.658181818,0.461818182,422,0.005068166,0.050681655,0.137205276,2.543123306
0.618181818,2.740909091,1.145454545,0.461818182,459,0.005658268,0.056582678,0.145676801,2.166314875
1.309090909,0.15,0.461818182,1.145454545,372,0.006583102,0.065831024,0.004350853,0.047798182
0.618181818,1.963636364,0.974545455,0.12,467,0.006202667,0.062026666,0.106701605,1.320420497
